order_line_id,order_id,sku_id,quantity_ordered,special_handling_required,substitution_allowed
OL_000000077,ORD_0000022,SKU_01196,4,False,False
OL_000000078,ORD_0000022,SKU_02710,1,True,False
OL_000000079,ORD_0000022,SKU_01707,4,False,False
OL_000000080,ORD_0000023,SKU_00460,4,False,False
OL_000000081,ORD_0000023,SKU_02503,1,True,False
OL_000000082,ORD_0000024,SKU_00916,2,True,False
OL_000000083,ORD_0000024,SKU_00909,1,False,True
OL_000000084,ORD_0000024,SKU_01567,4,False,False
OL_000000085,ORD_0000024,SKU_02116,1,True,False
OL_000000086,ORD_0000024,SKU_00976,2,True,True
OL_000000087,ORD_0000025,SKU_02843,6,False,False
OL_000000088,ORD_0000025,SKU_00220,27,False,True
OL_000000089,ORD_0000025,SKU_02296,2,False,False
OL_000000090,ORD_0000025,SKU_00923,2,False,False
OL_000000091,ORD_0000025,SKU_00258,2,False,False
OL_000000092,ORD_0000025,SKU_00236,3,False,False
OL_000000093,ORD_0000026,SKU_01440,12,False,False
OL_000000094,ORD_0000026,SKU_00384,2,False,False
OL_000000095,ORD_0000026,SKU_00880,6,False,False
OL_000000096,ORD_0000026,SKU_02240,4,False,False
OL_000000097,ORD_0000026,SKU_02534,3,False,False
OL_000000098,ORD_0000026,SKU_00046,7,False,False
OL_000000099,ORD_0000027,SKU_00463,5,True,True
OL_000000100,ORD_0000027,SKU_01634,8,True,False
OL_000000101,ORD_0000027,SKU_00844,4,True,True
OL_000000102,ORD_0000028,SKU_02074,1,True,False
OL_000000103,ORD_0000028,SKU_00134,1,True,False
OL_000000104,ORD_0000028,SKU_00342,8,False,False
OL_000000105,ORD_0000028,SKU_01132,3,True,True
OL_000000106,ORD_0000029,SKU_02431,9,False,False
OL_000000107,ORD_0000029,SKU_02893,6,False,False
OL_000000108,ORD_0000029,SKU_00902,5,True,False
OL_000000109,ORD_0000029,SKU_02858,31,False,False
OL_000000110,ORD_0000029,SKU_01104,5,False,True
OL_000000111,ORD_0000029,SKU_02813,4,True,False
OL_000000112,ORD_0000029,SKU_02837,1,False,True
OL_000000113,ORD_0000029,SKU_01196,2,False,False
OL_000000114,ORD_0000029,SKU_02764,1,True,False
OL_000000115,ORD_0000029,SKU_02814,2,False,False
OL_000000116,ORD_0000030,SKU_01756,3,False,False
OL_000000117,ORD_0000030,SKU_02648,11,False,True
OL_000000118,ORD_0000030,SKU_01948,19,False,True
OL_000000119,ORD_0000030,SKU_01198,6,False,False
OL_000000120,ORD_0000030,SKU_00256,2,True,False
OL_000000121,ORD_0000030,SKU_00730,7,False,False
OL_000000122,ORD_0000031,SKU_00776,3,True,False
OL_000000123,ORD_0000031,SKU_01275,9,False,False
OL_000000124,ORD_0000031,SKU_02579,20,False,False
OL_000000125,ORD_0000032,SKU_00825,2,True,False
OL_000000126,ORD_0000032,SKU_00769,9,False,False
OL_000000127,ORD_0000032,SKU_00718,3,False,True
OL_000000128,ORD_0000033,SKU_02031,5,True,False
OL_000000129,ORD_0000033,SKU_01526,8,True,False
OL_000000130,ORD_0000033,SKU_00277,16,False,False
OL_000000131,ORD_0000034,SKU_01828,11,True,False
OL_000000132,ORD_0000034,SKU_02370,4,False,False
OL_000000133,ORD_0000034,SKU_02674,9,True,False
OL_000000134,ORD_0000035,SKU_01584,6,False,False
OL_000000135,ORD_0000035,SKU_01029,7,False,False
OL_000000136,ORD_0000036,SKU_02984,2,True,True
OL_000000137,ORD_0000036,SKU_00836,8,False,False
OL_000000138,ORD_0000036,SKU_02134,3,True,True
OL_000000139,ORD_0000036,SKU_02728,4,False,True
OL_000000140,ORD_0000036,SKU_00812,12,False,True
OL_000000141,ORD_0000037,SKU_01808,2,False,False
OL_000000142,ORD_0000038,SKU_02986,9,False,False
OL_000000143,ORD_0000038,SKU_00303,4,True,False
OL_000000144,ORD_0000038,SKU_01494,41,False,True
OL_000000145,ORD_0000039,SKU_02185,8,True,True
OL_000000146,ORD_0000039,SKU_00060,17,False,True
OL_000000147,ORD_0000039,SKU_00572,11,False,True
OL_000000148,ORD_0000039,SKU_02572,31,False,False
OL_000000149,ORD_0000039,SKU_01347,3,False,False
OL_000000150,ORD_0000040,SKU_01063,2,False,True
OL_000000151,ORD_0000040,SKU_02744,5,False,False
OL_000000152,ORD_0000040,SKU_00320,2,True,True
OL_000000153,ORD_0000041,SKU_00507,3,False,False
OL_000000154,ORD_0000042,SKU_01516,1,False,True
OL_000000155,ORD_0000042,SKU_02449,6,True,False
OL_000000156,ORD_0000042,SKU_00346,5,False,True
OL_000000157,ORD_0000042,SKU_00771,25,False,True
OL_000000158,ORD_0000043,SKU_02013,2,False,True
OL_000000159,ORD_0000043,SKU_00745,7,False,False
OL_000000160,ORD_0000043,SKU_01100,7,False,True
OL_000000161,ORD_0000043,SKU_00614,9,False,False
OL_000000162,ORD_0000043,SKU_01865,11,False,False
OL_000000163,ORD_0000043,SKU_02813,10,True,True
OL_000000164,ORD_0000044,SKU_01900,13,False,False
OL_000000165,ORD_0000044,SKU_00826,10,True,True
OL_000000166,ORD_0000044,SKU_02995,4,False,False
OL_000000167,ORD_0000045,SKU_00775,3,False,False
OL_000000168,ORD_0000045,SKU_02821,6,False,True
OL_000000169,ORD_0000045,SKU_00640,10,False,False
OL_000000170,ORD_0000045,SKU_01863,4,False,False
OL_000000171,ORD_0000046,SKU_02285,5,False,False
OL_000000172,ORD_0000046,SKU_00095,2,False,False
OL_000000173,ORD_0000046,SKU_02632,1,True,True
OL_000000174,ORD_0000046,SKU_00514,8,False,True
OL_000000175,ORD_0000046,SKU_02543,4,False,False
OL_000000176,ORD_0000046,SKU_00780,3,False,True
OL_000000177,ORD_0000047,SKU_00170,3,False,True
OL_000000178,ORD_0000048,SKU_01222,18,True,True
OL_000000179,ORD_0000048,SKU_00053,6,True,True
OL_000000180,ORD_0000048,SKU_02544,87,False,False
OL_000000181,ORD_0000048,SKU_02957,44,False,True
OL_000000182,ORD_0000048,SKU_01432,12,False,False
OL_000000183,ORD_0000048,SKU_02595,2,False,False
OL_000000184,ORD_0000048,SKU_00031,7,False,False
OL_000000185,ORD_0000048,SKU_00709,17,True,False
OL_000000186,ORD_0000048,SKU_02988,15,False,True
OL_000000187,ORD_0000048,SKU_01451,1,True,True
OL_000000188,ORD_0000048,SKU_00525,16,False,False
OL_000000189,ORD_0000048,SKU_02612,29,False,False
OL_000000190,ORD_0000048,SKU_02740,20,False,False
OL_000000191,ORD_0000048,SKU_02778,17,False,False
OL_000000192,ORD_0000048,SKU_02096,28,False,False
OL_000000193,ORD_0000049,SKU_01833,1,False,False
OL_000000194,ORD_0000049,SKU_02937,7,False,True
OL_000000195,ORD_0000049,SKU_02061,8,False,False
OL_000000196,ORD_0000049,SKU_02434,2,False,True
OL_000000197,ORD_0000049,SKU_00006,5,False,False
OL_000000198,ORD_0000049,SKU_02297,3,True,True
OL_000000199,ORD_0000050,SKU_00768,6,False,True
OL_000000200,ORD_0000050,SKU_02503,2,True,True
OL_000000201,ORD_0000050,SKU_00337,11,False,True
OL_000000202,ORD_0000051,SKU_01312,6,False,False
OL_000000203,ORD_0000051,SKU_00616,4,True,False
OL_000000204,ORD_0000052,SKU_00684,3,False,True
OL_000000205,ORD_0000052,SKU_02136,2,True,False
OL_000000206,ORD_0000052,SKU_01185,3,True,True
OL_000000207,ORD_0000052,SKU_01668,3,True,False
OL_000000208,ORD_0000052,SKU_01600,6,False,False
OL_000000209,ORD_0000053,SKU_00594,1,False,False
OL_000000210,ORD_0000053,SKU_00763,9,False,False
OL_000000211,ORD_0000053,SKU_02310,1,False,False
OL_000000212,ORD_0000053,SKU_02189,7,False,False
OL_000000213,ORD_0000054,SKU_00389,5,False,False
OL_000000214,ORD_0000054,SKU_00062,1,False,False
OL_000000215,ORD_0000054,SKU_02879,4,False,False
OL_000000216,ORD_0000054,SKU_00718,4,False,False
OL_000000217,ORD_0000054,SKU_00343,4,False,True
OL_000000218,ORD_0000055,SKU_00679,4,False,True
OL_000000219,ORD_0000055,SKU_01588,5,False,False
OL_000000220,ORD_0000055,SKU_00831,3,False,True
OL_000000221,ORD_0000055,SKU_01860,3,False,False
OL_000000222,ORD_0000056,SKU_02522,2,False,False
OL_000000223,ORD_0000056,SKU_01790,2,False,False
OL_000000224,ORD_0000056,SKU_00101,13,False,False
OL_000000225,ORD_0000057,SKU_02450,1,False,True
OL_000000226,ORD_0000057,SKU_02402,3,False,False
OL_000000227,ORD_0000057,SKU_01795,6,False,False
OL_000000228,ORD_0000057,SKU_00960,10,False,False
OL_000000229,ORD_0000057,SKU_00634,7,False,False
OL_000000230,ORD_0000057,SKU_02886,15,False,False
OL_000000231,ORD_0000057,SKU_02552,9,False,False
OL_000000232,ORD_0000057,SKU_00724,9,False,False
OL_000000233,ORD_0000057,SKU_02978,3,False,False
OL_000000234,ORD_0000057,SKU_00274,1,False,False
OL_000000235,ORD_0000058,SKU_02800,3,True,False
OL_000000236,ORD_0000058,SKU_01447,2,True,True
OL_000000237,ORD_0000058,SKU_02861,12,False,False
OL_000000238,ORD_0000058,SKU_01953,2,False,True
OL_000000239,ORD_0000058,SKU_01916,4,False,False
OL_000000240,ORD_0000058,SKU_02441,9,False,False
OL_000000241,ORD_0000058,SKU_00289,10,False,False
OL_000000242,ORD_0000058,SKU_00195,3,False,False
OL_000000243,ORD_0000058,SKU_02109,3,False,False
OL_000000244,ORD_0000058,SKU_01344,3,False,False
OL_000000245,ORD_0000058,SKU_00320,9,True,False
OL_000000246,ORD_0000058,SKU_02175,3,True,False
OL_000000247,ORD_0000058,SKU_00920,3,False,True
OL_000000248,ORD_0000058,SKU_01435,4,False,False
OL_000000249,ORD_0000058,SKU_00381,1,False,False
OL_000000250,ORD_0000059,SKU_00337,1,False,False
OL_000000251,ORD_0000059,SKU_00468,9,True,False
OL_000000252,ORD_0000060,SKU_00423,3,True,False
OL_000000253,ORD_0000060,SKU_00937,15,True,False
OL_000000254,ORD_0000060,SKU_02123,8,False,False
OL_000000255,ORD_0000061,SKU_00519,4,True,False
OL_000000256,ORD_0000061,SKU_02119,3,False,False
OL_000000257,ORD_0000061,SKU_01288,1,False,True
OL_000000258,ORD_0000061,SKU_01907,7,False,True
OL_000000259,ORD_0000061,SKU_01845,17,False,False
OL_000000260,ORD_0000061,SKU_00991,7,False,False
OL_000000261,ORD_0000062,SKU_02954,3,False,True
OL_000000262,ORD_0000062,SKU_00989,24,False,False
OL_000000263,ORD_0000062,SKU_00788,19,False,False
OL_000000264,ORD_0000063,SKU_02095,1,True,False
OL_000000265,ORD_0000063,SKU_02526,4,False,False
OL_000000266,ORD_0000063,SKU_00760,11,True,True
OL_000000267,ORD_0000063,SKU_01780,7,True,False
OL_000000268,ORD_0000064,SKU_01753,5,False,False
OL_000000269,ORD_0000064,SKU_01004,4,False,True
OL_000000270,ORD_0000064,SKU_00163,10,False,False
OL_000000271,ORD_0000065,SKU_00764,2,False,False
OL_000000272,ORD_0000065,SKU_02976,1,False,False
OL_000000273,ORD_0000065,SKU_02066,3,True,True
OL_000000274,ORD_0000065,SKU_00620,8,False,True
OL_000000275,ORD_0000065,SKU_00574,18,False,False
OL_000000276,ORD_0000065,SKU_00017,24,False,False
OL_000000277,ORD_0000066,SKU_02754,7,False,True
OL_000000278,ORD_0000066,SKU_00977,3,False,False
OL_000000279,ORD_0000066,SKU_02269,5,True,True
OL_000000280,ORD_0000066,SKU_02680,12,True,False
OL_000000281,ORD_0000067,SKU_00639,7,False,False
OL_000000282,ORD_0000067,SKU_02599,2,False,False
OL_000000283,ORD_0000067,SKU_01687,3,False,True
OL_000000284,ORD_0000068,SKU_00819,4,False,False
OL_000000285,ORD_0000068,SKU_01941,13,False,False
OL_000000286,ORD_0000068,SKU_00262,4,False,False
OL_000000287,ORD_0000068,SKU_01624,2,True,False
OL_000000288,ORD_0000068,SKU_02360,4,False,False
OL_000000289,ORD_0000068,SKU_01084,1,False,False
OL_000000290,ORD_0000069,SKU_02153,2,True,False
OL_000000291,ORD_0000069,SKU_02659,9,True,False
OL_000000292,ORD_0000069,SKU_01263,3,True,False
OL_000000293,ORD_0000069,SKU_02039,2,False,False
OL_000000294,ORD_0000069,SKU_02523,18,False,False
OL_000000295,ORD_0000069,SKU_02890,9,True,False
OL_000000296,ORD_0000069,SKU_01450,3,False,False
OL_000000297,ORD_0000069,SKU_02187,3,False,False
OL_000000298,ORD_0000069,SKU_01371,6,False,False
OL_000000299,ORD_0000069,SKU_00390,2,False,False
OL_000000300,ORD_0000070,SKU_00762,2,False,True
OL_000000301,ORD_0000070,SKU_00982,1,False,False
OL_000000302,ORD_0000071,SKU_00634,12,False,False
OL_000000303,ORD_0000071,SKU_02772,9,False,False
OL_000000304,ORD_0000071,SKU_02400,6,False,False
OL_000000305,ORD_0000071,SKU_02785,2,False,True
OL_000000306,ORD_0000072,SKU_02970,4,True,False
OL_000000307,ORD_0000072,SKU_00422,5,False,False
OL_000000308,ORD_0000072,SKU_01497,8,True,True
OL_000000309,ORD_0000073,SKU_00745,2,False,True
OL_000000310,ORD_0000073,SKU_00061,17,False,True
OL_000000311,ORD_0000073,SKU_00588,7,True,False
OL_000000312,ORD_0000074,SKU_01522,2,False,False
OL_000000313,ORD_0000074,SKU_02664,1,False,False
OL_000000314,ORD_0000075,SKU_01620,11,False,True
OL_000000315,ORD_0000075,SKU_02898,2,False,False
OL_000000316,ORD_0000075,SKU_02830,8,False,False
OL_000000317,ORD_0000075,SKU_02918,7,False,False
OL_000000318,ORD_0000075,SKU_02095,1,True,False
OL_000000319,ORD_0000076,SKU_01435,2,False,False
OL_000000320,ORD_0000076,SKU_01123,11,False,False
OL_000000321,ORD_0000076,SKU_01189,1,False,False
OL_000000322,ORD_0000076,SKU_01687,1,False,False
OL_000000323,ORD_0000076,SKU_00976,10,True,True
OL_000000324,ORD_0000076,SKU_02533,1,False,False
OL_000000325,ORD_0000077,SKU_00185,7,False,True
OL_000000326,ORD_0000077,SKU_01865,1,False,True
OL_000000327,ORD_0000077,SKU_01785,1,False,False
OL_000000328,ORD_0000077,SKU_00647,2,True,False
OL_000000329,ORD_0000077,SKU_00873,15,False,True
OL_000000330,ORD_0000078,SKU_01040,4,False,False
OL_000000331,ORD_0000078,SKU_02653,28,False,False
OL_000000332,ORD_0000078,SKU_02917,10,False,False
OL_000000333,ORD_0000079,SKU_01734,7,True,True
OL_000000334,ORD_0000079,SKU_00556,1,False,True
OL_000000335,ORD_0000079,SKU_00082,4,True,False
OL_000000336,ORD_0000079,SKU_00535,2,False,False
OL_000000337,ORD_0000079,SKU_00469,2,False,False
OL_000000338,ORD_0000079,SKU_02724,1,True,False
OL_000000339,ORD_0000079,SKU_00755,2,False,True
OL_000000340,ORD_0000079,SKU_02570,4,False,False
OL_000000341,ORD_0000079,SKU_02461,3,False,False
OL_000000342,ORD_0000079,SKU_02670,7,False,False
OL_000000343,ORD_0000080,SKU_01106,1,False,False
OL_000000344,ORD_0000080,SKU_01998,10,False,True
OL_000000345,ORD_0000080,SKU_01723,4,False,True
OL_000000346,ORD_0000081,SKU_02615,1,True,True
OL_000000347,ORD_0000081,SKU_00853,2,False,False
OL_000000348,ORD_0000081,SKU_01506,3,True,False
OL_000000349,ORD_0000082,SKU_02167,2,False,False
OL_000000350,ORD_0000082,SKU_02048,13,False,True
OL_000000351,ORD_0000082,SKU_00529,7,False,True
OL_000000352,ORD_0000082,SKU_01240,3,True,True
OL_000000353,ORD_0000082,SKU_00583,5,True,False
OL_000000354,ORD_0000083,SKU_01239,1,True,True
OL_000000355,ORD_0000083,SKU_02452,6,False,False
OL_000000356,ORD_0000083,SKU_02504,1,False,False
OL_000000357,ORD_0000083,SKU_02253,9,False,False
OL_000000358,ORD_0000084,SKU_00109,13,False,False
OL_000000359,ORD_0000084,SKU_00543,3,False,False
OL_000000360,ORD_0000084,SKU_01201,1,False,False
OL_000000361,ORD_0000085,SKU_02266,3,False,True
OL_000000362,ORD_0000085,SKU_02827,7,True,False
OL_000000363,ORD_0000085,SKU_02253,4,False,False
OL_000000364,ORD_0000086,SKU_01336,6,True,False
OL_000000365,ORD_0000086,SKU_01293,3,False,True
OL_000000366,ORD_0000086,SKU_00974,5,False,True
OL_000000367,ORD_0000087,SKU_01549,1,True,False
OL_000000368,ORD_0000087,SKU_01297,14,False,False
OL_000000369,ORD_0000087,SKU_02752,1,False,True
OL_000000370,ORD_0000087,SKU_01126,4,False,False
OL_000000371,ORD_0000088,SKU_00488,6,False,False
OL_000000372,ORD_0000088,SKU_02953,4,False,False
OL_000000373,ORD_0000088,SKU_01411,2,False,False
OL_000000374,ORD_0000089,SKU_02347,14,False,True
OL_000000375,ORD_0000090,SKU_02507,9,True,False
OL_000000376,ORD_0000090,SKU_02164,4,True,True
OL_000000377,ORD_0000090,SKU_01944,10,True,False
OL_000000378,ORD_0000090,SKU_01349,2,True,False
OL_000000379,ORD_0000090,SKU_02065,6,False,True
OL_000000380,ORD_0000090,SKU_02497,5,False,False
OL_000000381,ORD_0000091,SKU_00396,8,False,False
OL_000000382,ORD_0000091,SKU_02819,28,False,True
OL_000000383,ORD_0000091,SKU_02500,1,False,False
OL_000000384,ORD_0000091,SKU_01476,4,False,False
OL_000000385,ORD_0000091,SKU_00959,6,False,False
OL_000000386,ORD_0000092,SKU_01629,1,True,True
OL_000000387,ORD_0000092,SKU_02874,2,False,False
OL_000000388,ORD_0000092,SKU_02727,9,True,False
OL_000000389,ORD_0000093,SKU_01823,3,False,True
OL_000000390,ORD_0000093,SKU_02795,6,False,False
OL_000000391,ORD_0000093,SKU_00930,1,False,False
OL_000000392,ORD_0000093,SKU_01152,4,True,False
OL_000000393,ORD_0000093,SKU_02249,1,False,False
OL_000000394,ORD_0000094,SKU_02035,2,False,True
OL_000000395,ORD_0000094,SKU_00788,1,False,True
OL_000000396,ORD_0000094,SKU_01051,1,False,True
OL_000000397,ORD_0000094,SKU_00725,4,False,True
OL_000000398,ORD_0000094,SKU_02001,3,False,False
OL_000000399,ORD_0000094,SKU_02211,2,True,False
OL_000000400,ORD_0000095,SKU_01738,8,False,False
OL_000000401,ORD_0000095,SKU_02230,7,False,False
OL_000000402,ORD_0000095,SKU_00778,25,False,True
OL_000000403,ORD_0000095,SKU_00404,38,False,False
OL_000000404,ORD_0000096,SKU_01161,1,False,True
OL_000000405,ORD_0000096,SKU_02586,5,False,False
OL_000000406,ORD_0000096,SKU_00354,3,False,True
OL_000000407,ORD_0000096,SKU_00760,20,True,False
OL_000000408,ORD_0000096,SKU_02517,3,True,False
OL_000000409,ORD_0000097,SKU_01357,2,False,False
OL_000000410,ORD_0000097,SKU_02072,4,True,False
OL_000000411,ORD_0000097,SKU_00143,3,False,True
OL_000000412,ORD_0000097,SKU_02169,7,False,True
OL_000000413,ORD_0000098,SKU_00741,5,False,False
OL_000000414,ORD_0000098,SKU_02482,1,False,False
OL_000000415,ORD_0000099,SKU_02158,14,True,True
OL_000000416,ORD_0000099,SKU_00211,1,False,False
OL_000000417,ORD_0000099,SKU_00455,9,False,True
OL_000000418,ORD_0000099,SKU_00479,11,False,True
OL_000000419,ORD_0000099,SKU_02535,6,False,True
OL_000000420,ORD_0000099,SKU_00978,8,True,False
OL_000000421,ORD_0000099,SKU_01585,7,False,False
OL_000000422,ORD_0000099,SKU_02811,1,True,False
OL_000000423,ORD_0000099,SKU_02244,8,True,False
OL_000000424,ORD_0000099,SKU_02127,2,True,False
OL_000000425,ORD_0000100,SKU_00622,2,False,False
OL_000000426,ORD_0000100,SKU_02288,6,False,True
OL_000000427,ORD_0000100,SKU_00630,5,False,False
OL_000000428,ORD_0000100,SKU_01177,2,True,False
OL_000000429,ORD_0000101,SKU_02428,2,False,True
OL_000000430,ORD_0000101,SKU_00150,3,False,False
OL_000000431,ORD_0000101,SKU_00596,14,True,True
OL_000000432,ORD_0000101,SKU_01786,6,True,False
OL_000000433,ORD_0000102,SKU_01590,1,False,False
OL_000000434,ORD_0000102,SKU_01499,21,False,True
OL_000000435,ORD_0000102,SKU_01324,7,False,False
OL_000000436,ORD_0000102,SKU_02811,2,True,True
OL_000000437,ORD_0000103,SKU_00408,8,False,False
OL_000000438,ORD_0000103,SKU_00737,3,False,False
OL_000000439,ORD_0000103,SKU_01521,6,True,False
OL_000000440,ORD_0000104,SKU_00495,2,False,False
OL_000000441,ORD_0000104,SKU_02876,6,False,True
OL_000000442,ORD_0000104,SKU_01256,16,False,True
OL_000000443,ORD_0000104,SKU_02975,5,False,True
OL_000000444,ORD_0000104,SKU_01543,1,True,True
OL_000000445,ORD_0000105,SKU_00316,3,False,False
OL_000000446,ORD_0000105,SKU_00784,25,True,False
OL_000000447,ORD_0000105,SKU_00876,8,False,False
OL_000000448,ORD_0000105,SKU_01714,2,False,True
OL_000000449,ORD_0000105,SKU_02909,3,True,False
OL_000000450,ORD_0000106,SKU_02083,5,True,False
OL_000000451,ORD_0000106,SKU_01744,6,True,True
OL_000000452,ORD_0000106,SKU_00848,1,True,False
OL_000000453,ORD_0000106,SKU_01287,6,False,False
OL_000000454,ORD_0000107,SKU_00397,12,False,True
OL_000000455,ORD_0000107,SKU_02040,4,False,False
OL_000000456,ORD_0000107,SKU_00312,4,True,False
OL_000000457,ORD_0000107,SKU_02175,8,True,False
OL_000000458,ORD_0000107,SKU_01008,1,True,False
OL_000000459,ORD_0000107,SKU_00708,5,False,False
OL_000000460,ORD_0000108,SKU_01728,1,False,True
OL_000000461,ORD_0000108,SKU_01512,3,False,False
OL_000000462,ORD_0000108,SKU_01229,2,True,True
OL_000000463,ORD_0000108,SKU_00199,3,True,False
OL_000000464,ORD_0000108,SKU_01669,1,False,False
OL_000000465,ORD_0000109,SKU_00228,11,True,False
OL_000000466,ORD_0000109,SKU_01136,14,False,False
OL_000000467,ORD_0000109,SKU_01370,7,True,False
OL_000000468,ORD_0000109,SKU_02463,6,True,True
OL_000000469,ORD_0000110,SKU_02587,6,False,False
OL_000000470,ORD_0000110,SKU_02837,6,False,False
OL_000000471,ORD_0000110,SKU_02658,5,False,False
OL_000000472,ORD_0000110,SKU_00658,5,True,False
OL_000000473,ORD_0000110,SKU_02833,3,False,True
OL_000000474,ORD_0000111,SKU_02270,12,False,False
OL_000000475,ORD_0000111,SKU_00672,60,True,False
OL_000000476,ORD_0000111,SKU_02820,3,True,False
OL_000000477,ORD_0000112,SKU_02475,8,False,True
OL_000000478,ORD_0000112,SKU_00753,2,True,False
OL_000000479,ORD_0000112,SKU_02925,3,True,False
OL_000000480,ORD_0000113,SKU_02219,9,False,False
OL_000000481,ORD_0000113,SKU_01589,28,False,True
OL_000000482,ORD_0000113,SKU_02801,71,False,False
OL_000000483,ORD_0000114,SKU_01705,16,True,False
OL_000000484,ORD_0000114,SKU_02414,19,False,True
OL_000000485,ORD_0000115,SKU_02234,2,True,False
OL_000000486,ORD_0000116,SKU_01052,12,False,True
OL_000000487,ORD_0000116,SKU_01058,8,False,False
OL_000000488,ORD_0000116,SKU_00665,7,False,False
OL_000000489,ORD_0000116,SKU_02708,12,False,False
OL_000000490,ORD_0000116,SKU_01751,6,False,False
OL_000000491,ORD_0000117,SKU_02353,9,False,False
OL_000000492,ORD_0000117,SKU_00767,3,False,False
OL_000000493,ORD_0000117,SKU_00625,3,False,False
OL_000000494,ORD_0000118,SKU_01338,5,False,False
OL_000000495,ORD_0000118,SKU_00989,3,False,False
OL_000000496,ORD_0000118,SKU_00035,9,True,True
OL_000000497,ORD_0000118,SKU_00417,5,False,False
